Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-03 00:00:00,59087.4921875,59094.8515625,59038.3828125,59067.30078125,59067.30078125,0
2024-05-03 00:15:00,59056.02734375,59128.94140625,58926.640625,58944.45703125,58944.45703125,0
2024-05-03 00:30:00,58907.63671875,58944.75,58851.484375,58944.75,58944.75,0
2024-05-03 00:45:00,58973.33984375,59073.9453125,58973.33984375,59048.8515625,59048.8515625,0
2024-05-03 01:00:00,59053.3203125,59379.8515625,59040.80859375,59374.4140625,59374.4140625,59164672
2024-05-03 01:15:00,59365.4765625,59471.046875,59265.63671875,59462.40625,59462.40625,17063936
2024-05-03 01:30:00,59467.19921875,59490.84375,59416.54296875,59445.56640625,59445.56640625,18010112
2024-05-03 01:45:00,59428.08203125,59428.08203125,59280.03125,59359.3046875,59359.3046875,0
2024-05-03 02:00:00,59336.19921875,59799.15234375,59302.40625,59799.15234375,59799.15234375,80992256
2024-05-03 02:15:00,59768.921875,59928.90234375,59645.92578125,59673.421875,59673.421875,249790464
2024-05-03 02:30:00,59631.3203125,59710.125,59555.14453125,59576.58203125,59576.58203125,0
2024-05-03 02:45:00,59568.7578125,59604.515625,59548.0859375,59561.47265625,59561.47265625,0
2024-05-03 03:00:00,59557.21484375,59815.5625,59557.21484375,59815.5625,59815.5625,134641664
2024-05-03 03:15:00,59827.50390625,59992.25390625,59740.66796875,59740.66796875,59740.66796875,239747072
2024-05-03 03:30:00,59740.73046875,59838.4765625,59727.30078125,59761.84375,59761.84375,39602176
2024-05-03 03:45:00,59800.08203125,59825.203125,59720.9375,59740.55859375,59740.55859375,105179136
2024-05-03 04:00:00,59736.5859375,59790.7421875,59683.3671875,59777.55859375,59777.55859375,44314624
2024-05-03 04:15:00,59778.109375,59825.6015625,59778.109375,59803.7421875,59803.7421875,88313856
2024-05-03 04:30:00,59787.22265625,59787.22265625,59597.03515625,59614.53125,59614.53125,876544
2024-05-03 04:45:00,59610.0625,59613.55078125,59573.72265625,59585.7734375,59585.7734375,4241408
2024-05-03 05:00:00,59608.1484375,59608.1484375,59511.328125,59511.328125,59511.328125,0
2024-05-03 05:15:00,59496.875,59614.76171875,59496.875,59570.90234375,59570.90234375,22380544
2024-05-03 05:30:00,59589.609375,59622.6171875,59566.3046875,59584.66015625,59584.66015625,50618368
2024-05-03 05:45:00,59595.4140625,59597.37890625,59524.203125,59524.203125,59524.203125,26564608
2024-05-03 06:00:00,59532.6796875,59553.0078125,59497.6796875,59523.56640625,59523.56640625,10604544
2024-05-03 06:15:00,59526.7109375,59526.7109375,59374.734375,59405.26953125,59405.26953125,83130368
2024-05-03 06:30:00,59427.40234375,59427.40234375,59361.28125,59381.8125,59381.8125,0
2024-05-03 06:45:00,59360.52734375,59397.20703125,59274.48828125,59274.48828125,59274.48828125,19152896
2024-05-03 07:00:00,59283.90234375,59411.28125,59283.90234375,59405.515625,59405.515625,0
2024-05-03 07:15:00,59418.09765625,59420.6796875,59388.37109375,59388.37109375,59388.37109375,13111296
2024-05-03 07:30:00,59409.70703125,59409.70703125,59186.12109375,59248.0546875,59248.0546875,36055040
2024-05-03 07:45:00,59251.4375,59251.4375,59115.4296875,59179.00390625,59179.00390625,207689728
2024-05-03 08:00:00,59186.26953125,59288.421875,59146.7265625,59263.00390625,59263.00390625,0
2024-05-03 08:15:00,59249.17578125,59324.08984375,59229.90234375,59324.08984375,59324.08984375,575488
2024-05-03 08:30:00,59324.52734375,59392.4140625,59294.015625,59356.75,59356.75,0
2024-05-03 08:45:00,59361.6875,59361.6875,59244.4921875,59244.4921875,59244.4921875,1689600
2024-05-03 09:00:00,59231.38671875,59325.73828125,59231.38671875,59299.29296875,59299.29296875,8306688
2024-05-03 09:15:00,59291.83203125,59436.49609375,59289.015625,59404.875,59404.875,6778880
2024-05-03 09:30:00,59384.55859375,59482.13671875,59356.46484375,59453.12890625,59453.12890625,18767872
2024-05-03 09:45:00,59474.98828125,59574.38671875,59466.578125,59504.0,59504.0,76566528
2024-05-03 10:00:00,59495.59765625,59495.59765625,59313.31640625,59313.31640625,59313.31640625,31184896
2024-05-03 10:15:00,59344.83203125,59376.90625,59317.14453125,59326.40625,59326.40625,49551360
2024-05-03 10:30:00,59319.296875,59328.90234375,58938.23828125,59004.4375,59004.4375,20615168
2024-05-03 10:45:00,59020.23828125,59036.72265625,58892.45703125,59036.72265625,59036.72265625,99739648
2024-05-03 11:00:00,59044.8046875,59046.6953125,58887.67578125,58996.1796875,58996.1796875,0
2024-05-03 11:15:00,58987.7421875,59178.48046875,58987.7421875,59178.48046875,59178.48046875,0
2024-05-03 11:30:00,59197.30078125,59204.59765625,59078.703125,59086.765625,59086.765625,0
2024-05-03 11:45:00,59106.765625,59397.95703125,59106.109375,59281.33203125,59281.33203125,0
2024-05-03 12:00:00,59285.08984375,59285.08984375,59113.18359375,59113.18359375,59113.18359375,0
2024-05-03 12:15:00,59119.46484375,59153.3984375,59013.984375,59118.50390625,59118.50390625,0
2024-05-03 12:30:00,59175.96484375,60400.71875,59175.96484375,60400.71875,60400.71875,860760064
2024-05-03 12:45:00,60461.8046875,60693.3359375,60382.609375,60693.3359375,60693.3359375,811505664
2024-05-03 13:00:00,60645.46875,61170.59765625,60572.3828125,61168.6171875,61168.6171875,753725440
2024-05-03 13:15:00,61160.58203125,61160.58203125,60980.17578125,61059.44140625,61059.44140625,443598848
2024-05-03 13:30:00,61222.21484375,61660.11328125,61222.21484375,61492.22265625,61492.22265625,1015216128
2024-05-03 13:45:00,61550.79296875,61737.734375,61550.79296875,61662.1953125,61662.1953125,314656768
2024-05-03 14:00:00,61699.7265625,62039.96484375,61582.1171875,61582.1171875,61582.1171875,400654336
2024-05-03 14:15:00,61596.1015625,61755.22265625,61431.18359375,61755.22265625,61755.22265625,313884672
2024-05-03 14:30:00,61719.67578125,61847.51953125,61557.58984375,61809.203125,61809.203125,58912768
2024-05-03 14:45:00,61817.953125,61817.953125,61660.2265625,61660.2265625,61660.2265625,892928
2024-05-03 15:00:00,61648.47265625,61737.8671875,61502.1875,61502.1875,61502.1875,0
2024-05-03 15:15:00,61486.9921875,61507.1640625,61394.40234375,61417.5234375,61417.5234375,8222720
2024-05-03 15:30:00,61398.15625,61604.6875,61380.83203125,61588.4765625,61588.4765625,9068544
2024-05-03 15:45:00,61560.78515625,61766.8515625,61560.78515625,61766.8515625,61766.8515625,70756352
2024-05-03 16:00:00,61698.07421875,61889.97265625,61698.07421875,61817.36328125,61817.36328125,32980992
2024-05-03 16:15:00,61792.63671875,61997.82421875,61713.62890625,61997.82421875,61997.82421875,74805248
2024-05-03 16:30:00,61979.6171875,62153.0078125,61851.85546875,61851.85546875,61851.85546875,338583552
2024-05-03 16:45:00,61877.8984375,61877.8984375,61582.10546875,61674.0625,61674.0625,57260032
2024-05-03 17:00:00,61693.65625,61714.625,61576.3671875,61714.625,61714.625,22654976
2024-05-03 17:15:00,61742.5390625,61909.07421875,61742.5390625,61909.07421875,61909.07421875,18583552
2024-05-03 17:30:00,61933.140625,61952.2421875,61853.58984375,61905.8984375,61905.8984375,33200128
2024-05-03 17:45:00,61862.6328125,61905.47265625,61816.85546875,61852.609375,61852.609375,10604544
2024-05-03 18:00:00,61837.90625,61984.40625,61837.90625,61966.92578125,61966.92578125,0
2024-05-03 18:15:00,61965.79296875,61965.79296875,61782.3359375,61782.3359375,61782.3359375,0
2024-05-03 18:30:00,61769.25390625,61887.484375,61750.46875,61853.03515625,61853.03515625,0
2024-05-03 18:45:00,61866.1328125,61874.953125,61810.26953125,61821.20703125,61821.20703125,0
2024-05-03 19:00:00,61832.6796875,61832.6796875,61642.3515625,61656.07421875,61656.07421875,0
2024-05-03 19:15:00,61666.09765625,61725.484375,61643.5234375,61715.546875,61715.546875,21878784
2024-05-03 19:30:00,61764.0546875,61900.203125,61753.94140625,61864.33203125,61864.33203125,63199232
2024-05-03 19:45:00,61858.0546875,62025.58984375,61850.58984375,62025.58984375,62025.58984375,29016064
2024-05-03 20:00:00,62105.0390625,62197.6875,62013.14453125,62190.3828125,62190.3828125,45094912
2024-05-03 20:15:00,62204.52734375,62854.546875,62204.52734375,62762.33203125,62762.33203125,660631552
2024-05-03 20:30:00,62796.12890625,62930.67578125,62784.375,62924.41015625,62924.41015625,135299072
2024-05-03 20:45:00,62974.765625,63172.9375,62815.47265625,62860.75,62860.75,364267520
2024-05-03 21:00:00,62903.46484375,62948.828125,62847.61328125,62847.61328125,62847.61328125,1929216
2024-05-03 21:15:00,62824.484375,62824.484375,62581.90234375,62581.90234375,62581.90234375,90847232
2024-05-03 21:30:00,62567.0234375,62669.91796875,62425.1015625,62582.08203125,62582.08203125,24969216
2024-05-03 21:45:00,62587.04296875,62653.85546875,62539.84765625,62593.28125,62593.28125,13463552
2024-05-03 22:00:00,62774.14453125,62815.91796875,62731.97265625,62751.55859375,62751.55859375,108912640
2024-05-03 22:15:00,62760.7734375,62971.69921875,62743.08984375,62937.78125,62937.78125,11798528
2024-05-03 22:30:00,62970.3203125,63023.6015625,62948.99609375,62952.83203125,62952.83203125,142407680
2024-05-03 22:45:00,62929.7734375,63003.078125,62820.20703125,62858.1484375,62858.1484375,0
2024-05-03 23:00:00,62838.44140625,62993.6015625,62828.5625,62973.8671875,62973.8671875,37900288
2024-05-03 23:15:00,63002.83984375,63132.98046875,62979.93359375,63111.0,63111.0,110940160
2024-05-03 23:30:00,63137.75390625,63240.93359375,62971.91796875,62971.91796875,62971.91796875,161372160
2024-05-03 23:45:00,63011.328125,63011.328125,62871.69140625,62889.01953125,62889.01953125,52115456
2024-05-04 00:00:00,62911.71875,62928.9140625,62862.43359375,62891.4375,62891.4375,0
